Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
31.07.2013,6,0,39,108,11,0,13,22,131
30.07.2013,5,3,36,91,8,2,9,23,138
29.07.2013,5,2,36,89,12,0,13,81,119
28.07.2013,3,7,16,42,6,0,8,48,81
27.07.2013,8,6,37,50,8,1,8,50,97
26.07.2013,6,3,31,104,14,0,17,38,157
25.07.2013,6,1,35,113,12,2,12,24,130
24.07.2013,6,0,26,82,13,1,12,24,146
23.07.2013,4,4,45,110,17,0,18,29,149
22.07.2013,7,4,40,98,6,0,7,35,147
21.07.2013,7,2,28,57,11,5,13,57,83
20.07.2013,4,1,34,61,13,0,22,51,100
19.07.2013,5,2,35,85,8,0,11,43,152
18.07.2013,7,3,30,85,13,1,13,23,118
17.07.2013,4,1,33,72,14,0,20,24,133
16.07.2013,5,1,36,100,15,0,20,27,129
15.07.2013,4,2,20,50,9,0,9,37,63
14.07.2013,4,2,20,50,9,0,9,37,63
13.07.2013,3,2,21,46,8,1,11,31,153
12.07.2013,6,1,28,88,9,0,9,29,223
11.07.2013,4,2,35,101,12,0,15,34,143
10.07.2013,8,0,38,91,11,1,13,62,143
09.07.2013,4,2,36,85,11,1,14,27,148
08.07.2013,3,4,33,110,10,0,12,46,135
07.07.2013,8,7,21,57,10,1,12,53,111
06.07.2013,4,4,45,45,8,0,9,33,106
05.07.2013,0,2,29,109,14,2,13,46,109
04.07.2013,7,2,45,83,7,1,9,36,130
03.07.2013,6,1,38,102,13,0,14,29,163
02.07.2013,3,4,36,97,11,0,11,28,144
01.07.2013,3,1,31,83,10,3,8,21,139
30.06.2013,3,2,27,34,6,2,6,46,72
29.06.2013,4,6,36,66,15,0,18,42,122
28.06.2013,4,2,37,71,11,0,14,24,196
27.06.2013,1,3,43,88,5,0,6,22,133
26.06.2013,6,1,43,83,10,0,12,14,173
25.06.2013,6,2,42,92,11,1,13,18,153
24.06.2013,8,2,31,109,6,1,9,70,156
23.06.2013,7,4,18,44,14,0,31,46,84
22.06.2013,6,3,37,83,17,1,26,49,173
21.06.2013,4,3,35,93,9,1,16,35,166
20.06.2013,4,3,35,93,9,1,16,35,166
19.06.2013,5,1,31,95,19,0,22,30,168
18.06.2013,8,6,44,97,13,2,14,30,185
17.06.2013,3,3,44,112,6,0,8,28,176
16.06.2013,8,3,22,46,11,1,14,41,75
15.06.2013,4,7,24,52,12,3,12,41,118
14.06.2013,3,8,42,100,14,0,17,31,157
13.06.2013,6,5,52,100,23,0,26,20,182
12.06.2013,11,1,38,93,9,0,12,30,176
11.06.2013,8,3,40,65,14,1,24,19,225
10.06.2013,10,3,51,97,10,0,11,34,170
09.06.2013,2,2,25,56,11,0,15,56,73
08.06.2013,1,6,37,61,14,0,0,50,129
07.06.2013,2,2,47,107,16,1,18,41,158
06.06.2013,2,3,41,78,5,0,6,62,145
05.06.2013,5,4,50,87,8,1,10,27,173
04.06.2013,4,3,39,80,9,1,11,15,164
03.06.2013,2,2,45,95,11,1,13,22,178
02.06.2013,2,0,25,35,7,0,8,45,86
01.06.2013,7,0,27,56,10,0,18,34,116
31.05.2013,7,3,45,90,13,0,21,34,149
30.05.2013,4,4,19,35,4,0,4,24,60
29.05.2013,4,3,39,95,11,0,11,26,211
28.05.2013,4,2,35,80,11,0,13,15,214
27.05.2013,8,6,36,89,8,0,11,68,139
26.05.2013,10,5,30,48,5,0,6,29,91
25.05.2013,2,4,33,74,8,0,12,38,110
24.05.2013,3,4,43,84,5,0,6,36,141
23.05.2013,6,3,33,98,5,0,7,13,99
22.05.2013,5,6,34,101,8,0,9,20,125
21.05.2013,11,5,36,90,10,1,11,31,152
20.05.2013,10,3,50,126,11,1,11,15,174
19.05.2013,2,4,30,46,7,0,10,47,84
18.05.2013,6,5,47,82,21,2,24,39,106
17.05.2013,10,2,42,103,11,0,15,23,129
16.05.2013,5,1,39,100,14,0,16,28,183
15.05.2013,6,4,44,92,15,0,16,20,151
14.05.2013,3,2,45,92,9,0,12,21,172
13.05.2013,2,4,46,107,7,0,7,61,168
12.05.2013,2,5,26,41,7,0,10,29,124
11.05.2013,5,6,29,63,11,0,13,36,142
10.05.2013,3,0,53,98,12,0,14,22,154
09.05.2013,6,0,41,109,7,0,10,19,147
08.05.2013,5,2,51,109,11,1,13,19,156
07.05.2013,5,2,43,106,4,1,4,22,148
06.05.2013,0,2,54,116,8,0,8,17,142
05.05.2013,9,2,39,36,11,0,14,26,74
04.05.2013,2,2,38,50,8,1,17,34,100
03.05.2013,3,1,34,32,3,0,6,35,76
02.05.2013,8,2,33,58,7,0,10,36,154
01.05.2013,6,2,31,41,5,0,8,43,0
30.04.2013,5,1,34,94,11,1,12,28,151
29.04.2013,6,4,42,90,11,0,12,19,132
28.04.2013,3,5,20,31,5,0,7,27,67
27.04.2013,2,2,32,64,7,1,9,45,107
26.04.2013,3,0,44,90,15,1,28,28,198
25.04.2013,4,2,36,112,13,0,19,28,152
24.04.2013,4,4,36,73,12,0,13,28,134
23.04.2013,5,2,45,96,8,1,7,31,133
22.04.2013,4,3,50,97,4,0,7,75,145
21.04.2013,4,5,48,42,7,1,7,39,68
20.04.2013,8,3,45,57,9,0,13,51,92
19.04.2013,0,3,37,89,9,0,12,42,166
18.04.2013,2,4,45,85,14,0,16,22,167
17.04.2013,6,2,34,94,12,0,12,33,169
16.04.2013,4,2,38,94,9,2,8,33,193
15.04.2013,5,1,55,100,11,0,16,28,133
14.04.2013,3,5,33,43,17,0,19,38,81
13.04.2013,5,3,31,58,9,0,11,36,108
12.04.2013,8,2,44,75,8,0,10,24,145
11.04.2013,5,2,42,75,9,1,15,27,153
10.04.2013,2,0,32,87,6,0,7,37,146
09.04.2013,0,2,45,78,9,0,13,16,168
08.04.2013,5,2,49,97,5,1,4,24,168
07.04.2013,5,2,28,29,2,0,3,38,64
06.04.2013,4,0,45,58,2,0,3,40,101
05.04.2013,4,0,36,78,6,1,5,0,163
04.04.2013,5,1,33,85,5,0,5,11,154
03.04.2013,7,2,37,62,8,0,10,18,211
02.04.2013,4,0,59,72,5,0,6,33,177
01.04.2013,0,0,13,10,2,0,8,16,67
31.03.2013,2,2,22,10,6,0,16,9,113
30.03.2013,5,4,28,47,5,0,5,30,87
29.03.2013,6,0,33,80,12,3,12,41,219
28.03.2013,5,1,43,89,3,0,3,28,147
27.03.2013,5,2,36,82,8,1,9,21,133
26.03.2013,4,2,77,40,3,0,3,20,130
25.03.2013,0,2,50,103,7,1,7,96,128
24.03.2013,3,1,24,31,2,0,2,28,70
23.03.2013,3,2,31,54,7,0,10,27,88
22.03.2013,6,4,43,82,10,1,15,19,219
21.03.2013,7,2,39,87,4,1,5,23,167
20.03.2013,7,1,38,68,6,0,7,19,182
19.03.2013,7,1,38,68,6,0,7,19,182
18.03.2013,5,2,49,79,5,0,6,17,133
17.03.2013,3,2,28,26,5,1,5,26,76
16.03.2013,3,4,42,63,5,0,5,30,80
15.03.2013,0,1,,0,4,0,6,33,140
14.03.2013,1,2,32,92,2,0,2,24,177
13.03.2013,2,1,43,61,8,2,8,16,142
12.03.2013,2,1,43,78,5,1,4,23,156
11.03.2013,2,1,46,91,11,0,13,79,145
10.03.2013,3,6,34,38,0,0,0,38,74
09.03.2013,3,5,40,56,5,0,5,114,116
08.03.2013,2,2,50,81,10,1,11,36,152
07.03.2013,0,4,52,98,18,1,23,20,155
06.03.2013,5,2,67,92,11,1,15,40,152
05.03.2013,2,2,46,103,6,0,7,26,165
03.03.2013,5,5,25,36,3,0,5,32,55
02.03.2013,9,3,43,62,13,0,16,37,74
01.03.2013,8,5,43,101,15,0,17,22,144
28.02.2013,1,3,51,93,4,0,5,17,0
27.02.2013,13,1,52,89,2,1,1,21,118
26.02.2013,2,3,50,87,9,1,8,18,133
25.02.2013,7,3,45,94,9,0,11,27,116
24.02.2013,8,4,36,33,2,0,2,23,63
23.02.2013,8,5,35,61,7,0,7,29,109
22.02.2013,3,4,52,71,9,1,10,21,203
21.02.2013,8,3,43,88,3,0,5,17,133
20.02.2013,6,1,39,82,8,0,10,15,228
19.02.2013,5,1,80,50,11,0,16,13,194
18.02.2013,4,2,51,78,3,0,4,24,125
17.02.2013,4,4,23,43,2,2,0,30,62
16.02.2013,4,3,41,56,3,0,4,34,126
15.02.2013,6,1,48,76,8,0,12,32,149
13.02.2013,3,4,40,81,9,0,10,12,193
12.02.2013,8,3,52,77,4,0,5,21,155
11.02.2013,8,2,47,93,8,0,11,18,141
10.02.2013,5,4,29,43,7,0,9,20,78
09.02.2013,9,5,47,78,9,2,9,28,85
08.02.2013,2,4,40,83,12,0,12,34,156
07.02.2013,6,1,58,73,10,0,12,17,202
06.02.2013,6,1,51,108,9,0,13,15,177
05.02.2013,8,4,44,85,5,0,5,11,120
04.02.2013,6,3,59,100,11,0,15,20,136
03.02.2013,2,1,41,38,6,0,7,20,115
02.02.2013,3,5,36,59,9,2,12,21,102
01.02.2013,3,0,62,67,4,0,5,19,136
31.01.2013,2,3,54,79,5,0,5,20,232
30.01.2013,6,7,39,89,2,0,2,14,164
29.01.2013,6,1,48,97,5,1,4,15,150
28.01.2013,4,2,41,108,11,0,14,11,179
27.01.2013,4,6,26,59,2,0,2,23,68
26.01.2013,3,2,39,45,1,0,1,29,85
25.01.2013,6,4,48,93,8,0,12,42,144
24.01.2013,3,2,49,68,4,0,4,17,106
23.01.2013,2,0,26,70,7,0,8,7,180
22.01.2013,3,1,25,65,6,0,6,12,134
21.01.2013,5,2,49,82,11,0,16,11,230
20.01.2013,3,3,25,33,2,0,4,26,73
19.01.2013,2,1,41,49,5,0,6,18,80
18.01.2013,4,2,36,86,5,0,5,24,190
17.01.2013,4,1,79,41,4,0,4,17,151
16.01.2013,3,1,32,82,5,0,11,15,124
15.01.2013,5,3,31,90,10,0,10,14,126
14.01.2013,4,3,46,83,10,0,10,22,141
13.01.2013,4,1,20,33,1,0,1,22,183
12.01.2013,2,3,32,50,10,0,11,20,130
11.01.2013,5,3,49,75,10,1,10,20,0
10.01.2013,10,0,43,78,8,0,13,22,164
09.01.2013,3,3,33,74,6,1,8,14,198
08.01.2013,1,3,37,68,4,0,4,10,194
07.01.2013,5,2,60,78,5,0,7,13,109
06.01.2013,1,5,23,29,8,1,10,18,77
05.01.2013,1,2,46,51,7,0,9,13,64
04.01.2013,0,3,46,79,17,0,23,8,129
03.01.2013,4,6,39,66,18,3,19,11,116
02.01.2013,2,4,50,106,9,2,9,18,147
01.01.2013,3,6,32,26,4,1,5,29,34
31.12.2012,5,4,56,52,14,1,17,9,150
30.12.2012,0,4,45,59,7,0,8,21,0
29.12.2012,1,2,33,70,7,3,7,10,112
27.12.2012,8,5,43,63,14,1,14,48,122
26.12.2012,1,5,32,19,4,0,6,13,45
25.12.2012,3,1,18,7,4,1,7,14,53
24.12.2012,5,3,25,41,9,3,9,10,104
23.12.2012,2,2,24,48,6,0,10,18,148
22.12.2012,4,3,32,57,8,1,7,24,109
21.12.2012,4,1,41,66,8,1,8,20,144
20.12.2012,1,3,49,91,7,1,7,16,163
19.12.2012,6,2,41,69,8,1,11,18,130
16.12.2012,9,5,44,42,6,2,5,30,100
15.12.2012,1,8,42,76,12,1,11,29,105
14.12.2012,3,3,43,82,10,2,8,36,168
13.12.2012,3,6,50,79,5,0,5,13,158
11.12.2012,7,3,43,71,13,0,19,13,176
10.12.2012,6,2,48,109,10,1,11,0,13
09.12.2012,4,3,26,38,5,0,7,21,77
08.12.2012,1,3,28,52,9,1,9,32,150
07.12.2012,1,3,30,72,15,2,16,16,263
06.12.2012,8,0,49,89,8,0,8,17,202
05.12.2012,3,6,45,86,10,0,14,24,157
04.12.2012,3,2,46,71,10,2,8,12,166
03.12.2012,5,1,57,75,10,0,15,14,151
02.12.2012,4,3,21,50,8,0,10,33,63
01.12.2012,7,5,48,53,24,2,30,69,116
30.11.2012,3,1,52,76,16,0,19,31,183
29.11.2012,4,1,45,88,15,0,16,21,194
28.11.2012,5,2,56,92,7,0,7,24,131
27.11.2012,5,2,56,92,7,0,7,24,132
26.11.2012,4,1,68,102,13,0,16,22,136
25.11.2012,1,6,38,35,5,0,6,27,62
24.11.2012,10,3,33,64,11,4,13,30,92
23.11.2012,8,2,46,83,11,1,11,29,0
22.11.2012,5,1,38,86,14,0,14,22,150
21.11.2012,6,2,46,98,9,0,12,24,134
20.11.2012,5,3,49,103,5,0,6,14,119
19.11.2012,7,7,61,108,5,1,4,38,139
18.11.2012,5,3,41,46,7,1,15,37,66
17.11.2012,4,1,44,64,10,0,10,26,104
16.11.2012,1,3,49,79,9,2,15,30,156
15.11.2012,2,2,48,85,14,0,14,25,139
14.11.2012,5,4,37,91,11,1,12,35,155
13.11.2012,3,2,36,90,7,0,8,28,123
12.11.2012,6,3,39,109,9,2,8,77,162
11.11.2012,6,5,47,46,6,2,9,55,63
10.11.2012,6,9,40,63,6,1,7,36,131
09.11.2012,5,0,48,74,7,0,10,17,161
08.11.2012,5,1,61,95,9,1,9,18,130
07.11.2012,1,2,46,91,8,0,9,17,171
06.11.2012,5,1,52,90,11,1,14,23,135
05.11.2012,7,4,55,96,17,3,18,32,179
04.11.2012,5,10,42,39,5,0,6,43,58
03.11.2012,8,4,58,44,5,0,5,29,101
02.11.2012,6,1,43,74,12,2,14,36,151
01.11.2012,5,5,29,25,6,0,9,23,113
31.10.2012,0,0,,0,15,1,16,23,191
30.10.2012,4,2,42,114,10,0,14,21,171
29.10.2012,3,2,46,83,6,0,6,48,180
28.10.2012,3,2,31,38,11,3,11,19,155
27.10.2012,5,4,39,41,19,0,21,20,0
26.10.2012,4,3,38,95,16,2,19,26,157
25.10.2012,3,2,48,91,10,0,10,12,168
24.10.2012,3,2,53,91,13,1,13,31,154
23.10.2012,3,4,47,92,11,1,11,25,138
22.10.2012,2,4,41,119,12,4,11,32,163
21.10.2012,6,10,30,55,20,0,27,47,80
18.10.2012,2,2,55,90,11,0,11,24,164
17.10.2012,4,2,40,93,22,0,23,37,199
16.10.2012,4,0,43,88,15,2,16,19,212
15.10.2012,8,2,54,107,13,1,12,38,105
14.10.2012,6,3,32,24,6,0,8,46,51
13.10.2012,6,4,33,49,14,2,16,39,115
12.10.2012,4,2,34,88,11,0,12,34,152
10.10.2012,9,1,43,79,9,2,8,23,159
09.10.2012,5,3,43,92,11,0,15,24,163
08.10.2012,3,3,52,107,10,0,10,36,155
07.10.2012,3,7,35,55,11,1,16,39,106
06.10.2012,5,4,42,59,13,2,13,29,114
05.10.2012,3,2,40,94,14,0,17,29,154
04.10.2012,5,5,44,104,12,0,15,26,156
03.10.2012,5,1,32,83,17,2,26,21,159
02.10.2012,7,5,38,81,10,1,9,25,149
01.10.2012,5,3,52,112,8,0,10,35,152
30.09.2012,2,2,27,50,12,0,18,44,85
29.09.2012,5,2,44,74,9,0,10,35,99
28.09.2012,4,3,43,99,14,2,13,30,160
27.09.2012,5,2,38,102,9,0,10,28,139
26.09.2012,6,2,48,99,13,0,15,27,129
25.09.2012,1,4,51,118,11,1,10,32,138
24.09.2012,5,1,55,112,11,1,18,65,121
23.09.2012,4,6,34,44,6,3,7,32,51
22.09.2012,5,5,43,47,9,1,11,22,97
21.09.2012,2,1,38,88,14,1,10,27,165
20.09.2012,6,3,42,99,4,0,6,20,137
18.09.2012,5,1,37,107,12,1,14,28,119
17.09.2012,7,4,55,104,12,2,12,80,145
16.09.2012,4,4,32,56,7,1,9,40,58
15.09.2012,7,8,29,65,12,1,17,27,79
14.09.2012,4,2,44,94,9,1,10,27,147
13.09.2012,6,2,40,83,18,0,22,19,269
12.09.2012,0,2,44,86,13,0,14,25,133
11.09.2012,10,9,58,103,19,2,21,30,162
10.09.2012,10,9,58,103,19,2,21,30,0
09.09.2012,4,6,30,45,9,2,14,40,67
08.09.2012,8,4,33,58,12,1,12,37,106
07.09.2012,4,2,43,80,8,0,9,26,146
06.09.2012,1,2,34,104,13,0,15,22,100
05.09.2012,4,5,53,92,14,0,17,30,131
04.09.2012,3,1,42,113,9,0,11,23,100
03.09.2012,1,5,40,104,10,3,8,31,107
02.09.2012,6,6,32,64,3,0,3,40,55
31.08.2012,2,2,44,79,7,0,7,29,134
30.08.2012,6,2,45,104,13,1,14,30,132
27.08.2012,4,8,28,58,9,0,17,38,70
26.08.2012,4,8,28,58,9,0,17,38,70
25.08.2012,5,5,37,59,15,3,21,38,80
24.08.2012,4,1,37,95,15,0,16,43,142
23.08.2012,5,3,48,101,11,0,13,28,120
22.08.2012,6,3,37,110,11,0,16,28,110
21.08.2012,6,4,38,82,11,0,13,26,109
20.08.2012,4,4,56,97,12,0,17,90,140
19.08.2012,5,5,35,57,10,1,10,51,46
18.08.2012,5,6,33,75,10,3,8,48,89
17.08.2012,3,0,31,106,8,0,9,29,107
16.08.2012,3,2,49,110,10,3,11,24,129
15.08.2012,1,6,35,47,3,0,3,42,50
14.08.2012,5,1,39,100,14,1,18,28,126
13.08.2012,4,1,45,90,11,1,12,71,130
12.08.2012,2,4,20,39,7,0,7,39,68
11.08.2012,0,2,24,55,11,2,22,42,135
09.08.2012,3,3,46,110,8,0,10,23,112
08.08.2012,7,2,41,101,12,1,12,22,107
07.08.2012,5,1,36,85,12,1,20,32,131
06.08.2012,3,1,55,122,14,0,23,91,0
05.08.2012,2,5,26,35,8,1,14,46,67
04.08.2012,6,4,36,64,11,1,18,55,82
03.08.2012,3,1,37,91,9,0,12,29,135
02.08.2012,5,1,37,105,11,0,16,39,113
01.08.2012,4,5,47,74,11,0,13,25,123
31.07.2012,3,3,36,100,6,0,9,25,110
30.07.2012,3,7,54,124,7,0,8,35,120
29.07.2012,4,9,17,58,6,1,7,46,73
28.07.2012,5,3,37,65,13,1,20,38,103
27.07.2012,2,2,58,109,9,0,11,33,109
26.07.2012,4,2,38,96,7,2,7,20,100
25.07.2012,3,1,45,99,14,1,16,36,125
24.07.2012,10,4,54,85,9,0,11,32,116
23.07.2012,6,3,50,107,17,4,19,38,128
22.07.2012,9,4,28,44,3,0,6,56,68
21.07.2012,7,0,49,60,13,2,18,46,85
20.07.2012,2,1,47,92,16,1,24,29,102
19.07.2012,3,3,40,85,11,2,13,15,0
18.07.2012,3,1,58,75,14,2,15,25,0
16.07.2012,3,2,55,101,12,1,14,30,150
15.07.2012,5,6,39,44,10,0,12,52,63
12.07.2012,1,2,32,88,11,1,14,28,140
10.07.2012,6,8,48,118,18,0,38,27,125
09.07.2012,6,4,40,107,12,2,15,31,128
08.07.2012,7,9,16,64,7,5,7,45,66
07.07.2012,4,4,36,81,14,0,15,43,92
06.07.2012,2,3,44,77,12,0,12,56,136
04.07.2012,5,3,54,101,14,0,18,34,135
02.07.2012,2,3,44,112,6,0,7,33,131
01.07.2012,5,7,17,59,71,2,22,55,77
30.06.2012,6,8,33,73,3,0,3,49,91
29.06.2012,1,3,47,111,18,1,24,46,151
28.06.2012,1,4,36,108,10,1,14,25,100
27.06.2012,1,1,51,125,13,0,15,23,121
26.06.2012,4,1,36,123,8,0,11,25,105
25.06.2012,2,2,50,110,6,0,6,39,140
24.06.2012,6,0,19,62,15,2,20,68,72
23.06.2012,3,2,26,68,15,1,24,55,103
22.06.2012,4,4,47,93,15,0,18,54,125
21.06.2012,4,1,34,109,11,0,16,27,143
20.06.2012,4,0,41,123,10,0,15,25,126
19.06.2012,3,3,35,88,11,1,17,21,149
18.06.2012,4,6,50,128,11,2,13,35,138
17.06.2012,5,7,32,45,10,1,9,46,62
16.06.2012,2,1,40,59,14,2,13,40,115
15.06.2012,2,1,51,145,12,1,16,30,145
14.06.2012,2,3,42,83,10,0,15,19,175
13.06.2012,4,2,30,84,9,1,9,22,122
12.06.2012,4,2,30,84,9,1,9,22,122
11.06.2012,6,5,57,140,7,0,9,26,110
10.06.2012,4,10,33,57,9,2,12,60,85
09.06.2012,4,10,33,57,9,2,12,60,85
08.06.2012,4,0,40,96,7,0,8,33,112
06.06.2012,4,1,45,108,7,0,8,27,134
05.06.2012,3,6,46,106,7,0,10,16,154
04.06.2012,6,2,56,130,7,0,7,20,150
03.06.2012,9,4,32,52,6,2,7,31,58
02.06.2012,9,4,46,82,7,0,11,42,85
30.05.2012,2,2,51,94,20,2,25,18,114
29.05.2012,3,2,52,106,7,1,5,16,130
28.05.2012,6,6,53,131,16,0,23,22,167
27.05.2012,7,4,29,47,10,0,12,54,63
26.05.2012,2,3,44,72,8,0,9,41,102
25.05.2012,3,4,35,129,15,1,14,28,142
24.05.2012,2,3,44,123,9,2,8,33,151
19.05.2012,5,2,34,55,15,2,16,44,0
18.05.2012,7,4,44,100,19,3,23,27,151
17.05.2012,2,2,43,102,8,0,11,24,151
16.05.2012,6,1,41,101,7,1,6,30,123
15.05.2012,7,3,60,108,3,0,3,21,116
11.05.2012,5,5,43,108,14,1,16,35,177
09.05.2012,3,3,49,106,13,0,13,14,142
08.05.2012,1,2,44,110,16,1,17,17,158
30.04.2012,11,3,51,116,11,2,11,81,177
29.04.2012,8,9,23,43,10,1,12,44,78
28.04.2012,4,7,36,66,9,0,12,49,122
27.04.2012,6,3,54,93,18,0,22,33,196
25.04.2012,7,2,52,105,9,0,11,25,138
24.04.2012,4,0,46,105,6,2,6,21,146
23.04.2012,1,3,45,113,5,0,7,25,149
22.04.2012,4,9,30,47,9,0,15,35,42
21.04.2012,3,1,56,80,15,1,14,50,101
20.04.2012,5,2,41,95,23,0,28,29,163
19.04.2012,2,4,51,84,9,0,10,31,111
18.04.2012,6,1,54,94,6,1,6,27,103
17.04.2012,4,0,36,95,7,0,8,22,122
16.04.2012,6,3,49,103,11,1,10,62,158
15.04.2012,7,5,28,39,6,0,12,34,86
14.04.2012,6,7,50,59,9,1,10,42,108
13.04.2012,3,2,55,118,10,2,9,28,151
12.04.2012,12,1,58,103,13,1,13,27,120
10.04.2012,2,7,59,101,11,0,16,41,121
09.04.2012,3,0,29,18,8,0,8,24,52
08.04.2012,2,6,16,18,5,0,7,30,43
07.04.2012,1,7,26,42,6,1,6,46,76
06.04.2012,11,2,64,95,7,0,7,35,127
05.04.2012,9,3,50,103,7,0,10,40,117
04.04.2012,9,4,47,127,13,0,15,33,165
03.04.2012,4,1,55,86,3,0,4,21,132
02.04.2012,7,2,68,114,4,0,4,25,107
01.04.2012,2,5,47,35,6,0,7,20,68
31.03.2012,10,2,56,51,8,0,9,39,125
30.03.2012,10,3,49,88,17,2,16,15,160
29.03.2012,8,5,41,124,9,0,9,13,129
28.03.2012,2,4,59,97,8,8,23,37,102
27.03.2012,3,3,40,89,8,0,8,15,131
26.03.2012,4,4,47,107,12,0,20,27,166
25.03.2012,5,6,33,46,7,0,8,49,62
24.03.2012,9,8,46,71,9,0,20,89,94
23.03.2012,7,3,47,75,16,1,18,32,152
22.03.2012,6,2,46,102,9,0,9,40,110
21.03.2012,12,4,50,84,8,1,11,28,103
20.03.2012,2,1,54,107,10,0,12,27,132
19.03.2012,8,2,70,105,5,2,4,39,133
18.03.2012,10,7,44,46,9,0,9,43,65
17.03.2012,4,8,47,55,12,1,16,39,110
16.03.2012,4,6,63,89,9,0,9,33,154
15.03.2012,6,3,63,103,18,0,25,28,178
14.03.2012,4,5,62,85,10,0,16,25,131
13.03.2012,6,2,64,100,10,0,10,18,111
