Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
03.07.2009,5,3,75,114,14,1,17,41,150
02.07.2009,9,3,49,110,12,1,14,40,152
01.07.2009,7,2,54,93,12,1,16,35,141
30.06.2009,6,1,79,117,13,1,15,29,137
29.06.2009,9,2,71,128,13,1,14,45,139
28.06.2009,9,8,38,52,9,1,15,43,79
27.06.2009,6,2,69,57,16,1,44,49,1
26.06.2009,10,4,76,104,10,0,38,43,174
25.06.2009,4,0,70,110,12,1,16,39,141
24.06.2009,6,5,76,88,13,1,17,20,154
23.06.2009,7,0,57,101,10,0,12,31,159
22.06.2009,11,4,60,114,19,0,24,28,183
21.06.2009,10,5,39,49,10,1,17,40,49
20.06.2009,7,5,56,66,12,3,14,48,149
19.06.2009,13,6,60,96,19,1,25,25,239
18.06.2009,11,4,59,129,15,1,15,26,0
17.06.2009,11,4,51,122,17,1,20,31,175
16.06.2009,9,3,59,95,8,0,12,33,168
14.06.2009,5,9,49,66,13,1,16,40,80
13.06.2009,7,4,61,81,13,4,12,37,87
12.06.2009,9,6,74,95,9,1,10,36,144
11.06.2009,6,3,41,49,12,1,20,45,61
10.06.2009,8,3,55,111,19,0,26,35,266
09.06.2009,4,5,58,117,16,1,23,27,147
08.06.2009,7,2,68,120,12,3,15,39,0
07.06.2009,9,1,45,67,15,1,19,72,78
06.06.2009,6,5,61,89,10,0,10,58,118
05.06.2009,11,5,51,103,14,0,19,68,143
04.06.2009,11,1,49,109,13,0,13,27,156
03.06.2009,7,5,67,114,14,0,16,26,164
02.06.2009,9,4,59,114,6,2,7,24,139
01.06.2009,6,8,65,108,10,0,11,25,152
31.05.2009,7,9,37,60,8,0,14,28,69
30.05.2009,8,3,45,80,17,2,18,40,136
29.05.2009,7,2,42,107,13,0,15,30,213
28.05.2009,0,3,48,112,11,0,12,30,165
27.05.2009,4,8,42,105,14,0,21,32,164
26.05.2009,9,6,47,133,12,1,12,17,177
25.05.2009,7,6,68,125,17,1,19,32,144
24.05.2009,5,10,34,57,13,2,22,59,81
23.05.2009,8,5,41,78,9,0,11,44,107
21.05.2009,8,4,58,105,21,1,25,27,162
20.05.2009,6,3,41,148,19,0,20,26,154
19.05.2009,9,0,47,119,12,0,16,17,208
18.05.2009,11,2,73,118,14,5,16,36,158
17.05.2009,9,8,31,57,6,0,10,45,79
16.05.2009,10,6,42,74,18,0,27,38,162
15.05.2009,5,5,62,119,13,1,13,32,152
14.05.2009,4,1,48,120,11,0,14,28,117
12.05.2009,8,1,45,103,17,2,22,27,159
11.05.2009,8,6,41,117,12,1,13,39,176
10.05.2009,12,9,34,63,15,4,19,47,85
09.05.2009,8,13,45,95,19,1,26,53,128
08.05.2009,8,4,45,89,2,0,3,33,184
07.05.2009,8,1,52,106,12,0,13,31,147
06.05.2009,4,1,46,92,15,0,17,25,220
05.05.2009,5,4,52,119,10,0,10,19,108
04.05.2009,6,2,68,120,11,1,12,29,143
03.05.2009,3,8,40,49,13,1,16,29,72
02.05.2009,3,5,43,58,7,0,8,47,91
01.05.2009,9,4,31,47,20,4,30,39,100
30.04.2009,4,6,56,125,23,0,26,30,158
29.04.2009,5,6,59,113,16,2,17,34,129
28.04.2009,6,5,44,115,23,2,24,30,156
27.04.2009,15,6,70,127,13,0,16,43,165
26.04.2009,9,8,40,50,11,2,14,49,87
25.04.2009,8,6,47,65,16,0,12,51,117
24.04.2009,9,4,46,95,24,2,25,59,170
23.04.2009,5,4,55,113,9,1,13,23,132
22.04.2009,9,11,55,102,15,1,19,28,145
21.04.2009,10,5,48,99,10,0,11,30,154
20.04.2009,7,4,73,109,15,3,13,34,133
19.04.2009,7,5,39,47,7,0,8,36,85
18.04.2009,2,3,38,67,7,0,8,47,112
17.04.2009,11,2,63,107,11,2,12,37,131
16.04.2009,10,3,62,104,14,2,13,29,159
15.04.2009,10,6,35,94,12,1,17,27,179
14.04.2009,9,7,60,102,7,0,7,48,133
13.04.2009,14,3,34,28,7,1,15,27,52
12.04.2009,2,2,18,19,4,0,8,25,47
11.04.2009,9,3,38,52,14,1,18,49,92
10.04.2009,9,6,57,107,9,0,11,54,136
09.04.2009,7,6,60,103,21,0,24,33,142
08.04.2009,11,5,49,103,9,0,11,35,161
07.04.2009,10,5,53,96,11,0,12,39,157
06.04.2009,11,3,63,112,10,0,11,71,169
05.04.2009,7,10,36,59,10,0,16,50,61
04.04.2009,7,7,62,85,16,3,17,49,128
03.04.2009,9,2,60,95,11,0,14,36,188
02.04.2009,9,2,46,123,14,1,17,32,154
01.04.2009,13,6,63,128,17,1,22,23,154
31.03.2009,12,10,52,93,15,1,17,32,139
30.03.2009,6,9,88,117,8,0,11,26,173
29.03.2009,8,10,42,40,15,1,15,49,81
28.03.2009,9,4,56,72,8,0,10,42,0
27.03.2009,6,4,48,100,9,0,10,23,157
26.03.2009,5,2,56,96,9,0,10,20,150
25.03.2009,10,2,62,92,13,0,16,20,282
24.03.2009,5,2,64,96,12,0,15,23,194
23.03.2009,10,2,56,105,13,0,14,29,168
22.03.2009,6,7,44,56,4,0,5,45,68
21.03.2009,12,3,45,80,8,0,10,36,103
20.03.2009,6,1,46,98,11,0,15,34,180
19.03.2009,7,4,63,99,12,1,12,35,176
18.03.2009,8,1,58,97,9,1,8,27,147
17.03.2009,6,2,67,98,14,4,11,28,154
16.03.2009,8,5,75,97,5,0,7,31,136
15.03.2009,7,5,50,59,8,0,20,32,95
14.03.2009,12,4,63,85,9,1,14,34,99
13.03.2009,8,3,45,67,11,1,12,24,260
12.03.2009,2,7,42,95,10,0,12,31,184
11.03.2009,13,4,58,112,10,1,11,22,144
10.03.2009,4,4,61,89,8,0,9,27,163
09.03.2009,5,8,85,108,7,0,9,22,140
08.03.2009,8,5,45,47,4,1,3,34,109
07.03.2009,8,3,55,63,17,0,24,26,205
06.03.2009,7,6,71,124,8,1,10,39,151
04.03.2009,11,4,55,99,8,0,9,26,128
03.03.2009,11,4,55,99,12,4,9,26,128
02.03.2009,6,3,60,102,12,1,15,0,164
01.03.2009,3,3,52,56,5,0,10,23,61
27.02.2009,11,2,55,102,11,0,12,34,183
26.02.2009,4,3,41,75,9,1,12,30,152
25.02.2009,6,4,38,105,9,0,15,28,131
24.02.2009,7,3,48,114,8,2,8,22,181
23.02.2009,12,5,56,103,4,0,4,22,175
22.02.2009,8,4,41,44,3,0,4,28,64
21.02.2009,10,5,26,65,6,0,9,33,135
20.02.2009,7,8,39,85,9,1,9,28,206
19.02.2009,3,0,48,93,3,0,5,20,178
18.02.2009,4,2,41,93,12,3,11,18,242
17.02.2009,11,3,44,91,6,1,7,23,156
16.02.2009,11,3,71,85,11,0,21,20,173
15.02.2009,8,7,25,53,4,0,6,26,74
14.02.2009,15,6,34,80,8,1,13,36,147
13.02.2009,8,1,36,81,16,0,18,31,325
12.02.2009,6,4,34,76,14,0,18,29,191
11.02.2009,10,3,57,83,14,4,28,25,182
10.02.2009,14,2,60,95,14,3,21,26,162
09.02.2009,15,7,83,93,8,0,8,34,172
08.02.2009,4,7,48,45,6,0,7,39,107
07.02.2009,4,5,51,64,10,2,10,32,109
06.02.2009,5,2,58,84,17,1,23,33,183
05.02.2009,7,1,74,113,12,0,7,26,131
04.02.2009,6,1,72,91,9,1,13,18,139
03.02.2009,11,6,53,86,6,0,6,19,171
02.02.2009,3,5,61,65,9,5,9,29,120
01.02.2009,7,5,35,35,10,0,21,29,80
31.01.2009,9,3,57,61,7,0,13,32,177
30.01.2009,11,1,75,63,12,0,17,32,175
29.01.2009,11,2,52,77,5,0,5,17,149
28.01.2009,13,1,81,72,8,0,8,22,119
27.01.2009,14,2,53,88,14,1,15,16,133
26.01.2009,10,1,73,91,21,1,35,23,193
25.01.2009,9,7,50,41,6,1,13,33,74
24.01.2009,6,5,49,68,15,2,24,36,93
23.01.2009,10,3,57,98,6,3,3,25,198
22.01.2009,8,4,70,78,6,0,10,23,152
21.01.2009,3,1,46,72,10,0,24,19,169
20.01.2009,6,5,57,77,12,1,13,27,122
19.01.2009,9,1,58,99,10,0,10,25,171
18.01.2009,7,6,33,28,7,2,16,26,0
17.01.2009,9,0,40,61,11,2,12,28,132
16.01.2009,4,4,54,90,6,0,8,26,208
15.01.2009,6,3,46,81,15,3,22,31,149
14.01.2009,12,2,44,91,10,0,11,29,237
13.01.2009,10,2,41,91,11,1,14,24,89
12.01.2009,7,1,57,99,9,0,11,28,168
11.01.2009,8,6,39,54,2,0,3,36,92
10.01.2009,8,4,44,58,6,0,11,35,124
09.01.2009,4,4,48,124,15,0,17,41,150
08.01.2009,4,2,33,67,1,0,1,9,166
07.01.2009,7,2,43,76,15,2,24,17,137
06.01.2009,11,1,57,72,8,1,12,17,126
05.01.2009,6,3,52,101,5,1,4,12,148
04.01.2009,0,4,37,37,3,2,3,13,82
03.01.2009,3,5,39,46,6,0,14,14,89
02.01.2009,5,9,38,61,16,3,22,26,148
01.01.2009,10,11,19,22,10,2,19,34,32
31.12.2008,7,4,45,56,8,1,9,16,103
30.12.2008,6,1,52,78,7,0,9,18,143
29.12.2008,6,4,69,90,8,0,9,11,160
28.12.2008,12,5,35,34,3,2,5,19,48
27.12.2008,2,9,59,64,3,0,3,15,84
26.12.2008,3,2,27,27,8,0,14,18,58
25.12.2008,2,4,20,15,4,0,6,13,65
24.12.2008,4,2,34,29,8,0,16,24,88
23.12.2008,2,2,56,69,21,2,22,32,184
22.12.2008,7,12,47,99,20,1,22,32,227
21.12.2008,8,7,39,44,7,0,9,29,92
20.12.2008,6,3,38,83,23,0,26,29,126
19.12.2008,6,2,44,90,24,0,31,29,230
18.12.2008,10,5,65,113,24,1,25,34,199
17.12.2008,4,4,48,85,10,0,11,26,231
16.12.2008,8,3,37,93,12,0,12,24,165
15.12.2008,8,3,65,80,19,3,18,20,205
14.12.2008,10,6,26,52,10,1,12,48,93
13.12.2008,4,6,39,78,10,2,9,50,113
12.12.2008,8,1,48,113,12,1,13,38,131
11.12.2008,12,3,37,89,7,1,6,36,157
10.12.2008,7,4,56,101,16,1,16,38,159
09.12.2008,6,2,53,91,18,1,18,29,179
08.12.2008,6,4,50,98,18,0,19,22,154
07.12.2008,5,7,31,46,11,1,15,32,81
06.12.2008,13,4,40,67,9,1,10,57,143
05.12.2008,11,5,42,101,23,3,20,39,190
04.12.2008,9,3,44,105,21,1,27,37,196
03.12.2008,13,2,39,94,14,1,14,26,156
02.12.2008,9,1,53,98,21,1,25,24,158
01.12.2008,15,8,46,107,14,0,18,34,166
30.11.2008,13,8,32,58,16,6,14,65,85
29.11.2008,6,2,30,70,23,1,34,42,172
28.11.2008,3,5,42,99,15,1,18,44,235
27.11.2008,9,3,34,110,16,1,19,23,167
26.11.2008,6,5,50,112,19,1,17,21,159
25.11.2008,8,5,43,82,8,0,13,16,136
24.11.2008,4,12,37,104,5,0,5,18,156
23.11.2008,11,8,27,33,6,0,8,27,113
22.11.2008,2,7,56,46,26,2,32,38,232
21.11.2008,8,4,50,93,32,0,37,41,211
20.11.2008,5,1,40,83,31,3,35,18,228
19.11.2008,9,1,35,100,13,0,15,16,173
18.11.2008,13,1,60,84,12,1,13,23,166
17.11.2008,3,3,50,121,19,2,18,36,181
16.11.2008,8,9,30,43,18,3,24,40,108
15.11.2008,9,6,37,67,11,0,14,34,81
14.11.2008,5,2,32,100,18,1,17,37,177
13.11.2008,15,0,57,136,15,3,18,40,149
12.11.2008,4,1,56,77,6,0,9,21,114
11.11.2008,9,1,42,49,10,1,14,39,71
10.11.2008,4,8,34,102,12,0,16,21,128
09.11.2008,6,9,41,54,10,1,17,42,97
08.11.2008,9,7,52,73,13,0,15,46,117
07.11.2008,3,4,52,91,13,0,19,31,161
06.11.2008,6,4,48,99,15,0,17,33,124
05.11.2008,5,7,40,107,12,0,18,23,153
04.11.2008,3,5,50,95,13,1,19,25,135
03.11.2008,11,6,73,87,13,2,11,24,138
02.11.2008,6,5,34,41,6,1,5,40,95
01.11.2008,11,10,36,54,16,0,21,50,117
31.10.2008,5,3,53,87,25,2,28,49,207
30.10.2008,10,4,69,103,19,0,22,34,221
29.10.2008,11,4,53,101,20,1,28,35,165
28.10.2008,5,1,53,97,7,0,8,27,159
27.10.2008,9,4,63,118,11,2,10,23,151
26.10.2008,4,5,47,47,9,1,18,45,84
25.10.2008,13,5,43,58,18,3,29,51,115
24.10.2008,5,5,64,96,14,1,15,34,170
23.10.2008,8,4,47,107,26,1,41,34,240
22.10.2008,13,4,52,91,14,1,14,24,151
21.10.2008,7,8,44,122,10,0,17,20,165
20.10.2008,4,3,49,92,13,2,17,28,177
19.10.2008,5,9,30,53,6,0,15,43,81
18.10.2008,9,7,33,85,17,0,25,41,122
17.10.2008,7,2,55,90,26,0,37,52,187
16.10.2008,6,4,51,106,28,6,25,39,210
15.10.2008,6,8,69,100,9,2,7,30,164
14.10.2008,7,3,45,100,13,1,16,32,178
13.10.2008,5,4,44,88,13,4,12,35,179
12.10.2008,8,8,26,59,25,2,35,44,119
11.10.2008,8,12,49,82,14,2,18,34,124
10.10.2008,11,3,50,108,21,1,27,52,174
09.10.2008,13,3,43,82,18,2,22,23,166
08.10.2008,5,6,51,106,17,0,22,30,140
07.10.2008,8,7,47,115,14,1,18,37,163
06.10.2008,5,10,55,110,9,0,12,35,156
05.10.2008,6,5,32,67,15,3,18,44,77
04.10.2008,6,4,44,84,10,1,15,45,173
03.10.2008,6,4,60,95,21,1,33,53,219
02.10.2008,8,4,60,93,13,1,19,35,159
01.10.2008,5,3,46,104,12,1,12,28,160
30.09.2008,6,5,55,92,11,1,11,32,147
29.09.2008,9,4,58,115,13,2,19,20,167
28.09.2008,8,5,28,60,13,0,18,22,67
27.09.2008,7,3,46,80,20,2,22,41,119
26.09.2008,7,4,38,101,13,1,16,43,179
25.09.2008,6,4,53,95,7,0,7,16,185
24.09.2008,5,1,53,102,12,0,17,31,181
23.09.2008,3,1,45,103,10,0,17,26,196
22.09.2008,3,2,60,136,17,0,21,27,165
21.09.2008,7,6,38,54,16,2,21,35,100
20.09.2008,6,2,46,68,16,2,28,36,206
19.09.2008,6,4,60,111,7,1,6,33,189
18.09.2008,3,3,47,76,7,2,6,23,152
17.09.2008,2,0,33,86,10,3,13,24,204
16.09.2008,4,4,32,90,23,1,34,23,254
15.09.2008,5,7,47,89,20,0,25,29,224
14.09.2008,6,3,26,54,12,0,14,57,70
13.09.2008,2,3,30,70,9,0,10,58,124
12.09.2008,8,1,49,100,16,1,21,62,153
11.09.2008,10,5,39,106,19,1,19,45,139
10.09.2008,13,3,60,101,18,2,23,37,169
09.09.2008,4,5,39,104,17,0,20,32,169
08.09.2008,13,6,51,121,16,0,21,36,245
07.09.2008,19,14,30,47,12,1,22,52,67
06.09.2008,9,2,42,72,20,3,29,47,121
05.09.2008,3,5,53,90,9,1,8,35,145
04.09.2008,7,3,38,95,15,1,19,30,137
03.09.2008,7,5,58,113,16,1,0,26,18
02.09.2008,10,1,50,92,15,0,16,23,134
01.09.2008,9,13,44,116,18,0,21,42,146
31.08.2008,12,8,41,56,9,0,13,40,84
30.08.2008,10,8,37,68,14,0,18,53,115
29.08.2008,5,4,35,102,14,2,13,24,166
28.08.2008,3,4,36,109,11,2,16,34,121
27.08.2008,4,1,66,107,12,0,14,30,135
26.08.2008,7,1,61,89,12,2,11,20,140
25.08.2008,8,5,58,125,7,1,7,38,121
24.08.2008,11,6,32,50,14,2,14,44,78
23.08.2008,8,5,37,82,14,0,23,46,115
22.08.2008,5,4,49,113,12,2,12,41,131
21.08.2008,8,0,48,101,4,0,6,35,133
20.08.2008,6,2,46,104,8,1,11,28,133
19.08.2008,6,1,57,120,13,0,17,28,124
18.08.2008,9,6,50,108,13,0,20,23,119
17.08.2008,8,3,35,54,4,0,4,55,64
16.08.2008,6,6,31,50,15,1,23,41,127
15.08.2008,10,0,29,48,19,2,29,29,103
14.08.2008,9,1,46,116,18,1,18,29,147
13.08.2008,5,3,41,84,11,0,13,28,133
12.08.2008,6,1,38,123,13,0,15,32,152
11.08.2008,5,5,40,123,14,2,17,41,143
10.08.2008,11,6,49,49,15,2,15,52,77
09.08.2008,6,5,35,71,15,0,19,44,158
08.08.2008,4,3,45,96,14,0,16,43,159
07.08.2008,7,2,45,116,15,0,15,37,139
06.08.2008,5,4,61,109,10,0,11,24,148
05.08.2008,11,3,37,104,9,0,12,31,125
04.08.2008,13,4,50,119,14,3,20,29,140
03.08.2008,9,6,33,54,11,0,13,53,91
02.08.2008,11,9,42,82,16,2,26,87,103
01.08.2008,4,8,50,100,12,0,17,43,134
31.07.2008,1,4,57,99,12,5,14,38,128
30.07.2008,5,7,41,99,12,1,13,35,120
29.07.2008,9,6,48,103,13,1,14,24,124
28.07.2008,8,3,52,123,12,2,11,40,141
27.07.2008,12,5,37,50,15,1,25,54,78
26.07.2008,8,2,49,63,17,4,23,51,92
25.07.2008,8,2,62,75,13,2,12,34,179
24.07.2008,5,0,53,102,17,2,22,26,167
23.07.2008,8,6,47,89,12,0,15,25,146
22.07.2008,14,1,46,110,8,0,12,40,112
21.07.2008,9,5,60,104,15,0,16,41,136
20.07.2008,7,9,27,45,12,1,13,55,79
18.07.2008,5,2,46,102,10,0,13,47,118
17.07.2008,10,3,43,115,11,0,14,40,134
16.07.2008,8,1,62,112,15,2,14,41,112
15.07.2008,3,7,59,111,7,0,9,30,133
14.07.2008,6,4,49,112,11,0,13,36,131
13.07.2008,3,4,31,51,12,1,16,48,124
12.07.2008,4,4,35,71,16,8,18,51,106
11.07.2008,4,4,46,110,12,0,16,63,163
10.07.2008,12,4,35,113,12,0,14,41,137
09.07.2008,7,6,50,101,8,1,7,35,171
08.07.2008,6,1,41,110,13,0,27,28,160
07.07.2008,4,6,42,99,14,1,17,42,141
06.07.2008,11,9,30,53,7,1,14,53,63
05.07.2008,6,4,45,65,15,3,22,36,133
04.07.2008,4,2,37,91,18,24,6,50,196
03.07.2008,4,2,34,111,22,2,22,46,130
02.07.2008,9,3,50,103,17,1,18,33,115
01.07.2008,4,1,55,131,18,2,28,40,143
30.06.2008,8,4,54,122,5,0,6,48,153
29.06.2008,7,8,34,60,19,0,29,55,86
28.06.2008,9,4,51,83,14,1,18,56,114
27.06.2008,6,4,32,123,9,0,14,33,152
26.06.2008,5,3,52,99,13,0,15,29,156
25.06.2008,6,4,45,132,14,0,24,40,163
24.06.2008,6,4,37,139,14,1,14,42,153
23.06.2008,16,1,65,114,20,1,30,41,133
22.06.2008,12,6,43,54,14,2,17,49,82
21.06.2008,4,11,42,69,11,0,16,50,92
20.06.2008,6,4,53,93,11,0,14,52,177
19.06.2008,4,1,49,93,13,1,12,41,37
18.06.2008,7,5,50,109,14,0,18,37,115
17.06.2008,7,2,39,109,15,1,21,21,183
16.06.2008,7,2,45,126,13,0,19,31,160
15.06.2008,6,5,38,52,6,0,7,37,84
14.06.2008,5,3,48,77,9,1,8,36,119
13.06.2008,7,7,49,121,16,0,22,43,133
12.06.2008,10,1,53,101,12,1,18,23,138
11.06.2008,7,6,45,99,9,0,12,38,172
10.06.2008,8,4,52,136,11,0,14,42,143
09.06.2008,10,13,50,107,12,0,24,31,147
08.06.2008,6,5,28,44,7,0,9,46,81
07.06.2008,8,4,32,71,9,0,12,96,106
06.06.2008,11,2,48,124,14,0,19,42,167
05.06.2008,6,2,70,127,9,0,13,25,147
04.06.2008,6,2,68,120,13,1,16,25,148
03.06.2008,4,4,57,130,16,2,18,24,171
02.06.2008,8,3,60,132,13,0,14,36,158
01.06.2008,8,5,44,50,20,1,20,36,103
31.05.2008,6,4,53,88,17,2,25,37,132
30.05.2008,10,3,46,95,18,2,20,30,175
29.05.2008,12,4,69,100,7,1,5,25,149
28.05.2008,10,1,58,128,12,0,14,27,147
27.05.2008,12,1,59,108,14,1,21,34,132
26.05.2008,11,2,63,122,14,1,14,29,144
25.05.2008,14,4,47,61,8,1,13,42,56
24.05.2008,4,8,51,87,12,1,17,41,90
23.05.2008,9,2,62,112,4,0,9,45,113
22.05.2008,3,7,41,52,4,0,5,34,50
21.05.2008,2,3,50,123,9,1,10,19,235
20.05.2008,6,4,48,135,11,0,12,30,195
19.05.2008,10,4,68,115,22,2,23,29,243
18.05.2008,15,8,42,49,14,1,30,55,126
17.05.2008,10,5,75,50,16,1,16,62,112
16.05.2008,11,3,52,120,7,0,8,57,173
15.05.2008,7,3,56,117,12,3,14,26,150
14.05.2008,6,2,34,106,18,0,24,27,166
13.05.2008,8,1,51,86,14,1,14,27,155
12.05.2008,2,9,56,134,13,2,12,36,148
11.05.2008,11,5,37,45,17,1,22,44,87
10.05.2008,10,8,47,62,19,0,28,28,137
09.05.2008,7,5,45,112,19,0,30,48,190
08.05.2008,11,2,29,110,6,1,6,17,138
07.05.2008,7,2,55,105,10,0,11,24,148
06.05.2008,8,8,61,104,19,1,24,27,160
05.05.2008,6,4,62,131,8,3,10,20,142
04.05.2008,8,9,34,47,16,1,23,48,126
03.05.2008,7,3,37,45,11,0,18,44,59
02.05.2008,6,6,53,87,13,1,17,48,99
01.05.2008,7,7,32,51,11,0,16,44,69
30.04.2008,5,3,61,119,21,0,25,40,172
29.04.2008,7,2,42,102,14,0,19,25,152
28.04.2008,5,3,48,122,18,3,20,39,190
27.04.2008,10,8,35,40,13,1,13,41,95
26.04.2008,8,3,41,91,12,1,17,61,118
25.04.2008,15,7,40,98,19,2,19,35,176
24.04.2008,1,3,69,104,11,1,11,39,130
23.04.2008,5,6,59,108,7,0,7,28,156
22.04.2008,8,2,33,95,13,1,16,27,144
21.04.2008,6,7,80,104,12,2,20,33,162
20.04.2008,8,10,57,42,14,1,19,50,78
19.04.2008,9,6,34,70,8,0,15,97,152
18.04.2008,7,3,47,116,9,0,12,35,187
17.04.2008,4,3,60,103,12,0,12,29,140
16.04.2008,5,5,42,88,16,1,17,26,188
15.04.2008,11,5,51,113,16,1,16,34,168
14.04.2008,10,11,53,135,13,4,15,38,151
13.04.2008,12,8,38,44,16,1,20,41,64
12.04.2008,5,9,33,68,8,1,12,53,138
11.04.2008,8,7,48,92,24,1,25,48,138
10.04.2008,5,5,62,89,19,1,20,51,177
09.04.2008,6,2,46,104,19,3,24,35,129
08.04.2008,5,0,58,120,10,0,11,40,147
07.04.2008,7,7,56,133,12,1,15,32,161
06.04.2008,13,14,60,63,10,0,18,33,47
05.04.2008,14,4,49,88,6,0,9,42,64
04.04.2008,8,7,58,114,9,0,10,46,110
03.04.2008,3,1,44,98,9,0,10,31,144
02.04.2008,7,2,53,126,13,4,14,28,197
01.04.2008,11,8,57,110,13,1,11,32,140
25.02.2016,3,2,22,49,6,0,7,11,174
